"AMEX Securities as of 11/9/2007","","",""
"Name","Symbol","Market Value (millions)","Description (as filed with the SEC)"
"Mountain Province Diamonds Inc.","MDM","$289.7","Mountain Province Diamonds Inc., formerly Mountain Province Mining Inc., was
formed on November 1, 1997 by the amalgamation (the ""MPV Amalgamation"") of
Mountain Province Mining Inc. (""Old MPV"") and 444965 B.C. Ltd. (""444965"")
pursuant to an amalgamation agreement (the ""MPV Amalgamation Agreement"") dated
as of August 21, 1997.
 
Under the terms of the MPV Amalgamation Agreement, as at November 1, 1997, each
Old MPV share was exchanged for one MPV Share and each 444965 share was
exchanged for approximately 0.80 of one MPV Share. The conversion ratios reflect
the respective interests of Old MPV and 444965 in the AK-CJ Properties prior to
the date of the MPV Amalgamation.
 
Old MPV was incorporated under the laws of British Columbia on December 2, 1986
under the British Columbia Company Act (the ""Old Act"") and was engaged in the
exploration of precious and base mineral resource properties until the date of
the MPV Amalgamation.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f07%2f13%2f0001279569-07-001024.html#FIS_COMPANY_INFORMATION"" &nbsp;&nbsp;"
"Movie Star, Inc.","MSI","$33.7","Movie Star, Inc. designs, manufactures (through independent contractors),
imports, markets and distributes an extensive line of women's intimate apparel
to mass merchandisers, specialty and department stores, discount retailers,
national and regional chains and direct mail catalog marketers throughout the
United States. Our products include pajamas, nightgowns, baby dolls,
nightshirts, dusters, shifts, caftans, sundresses, rompers, short sets,
beachwear, peignoir ensembles, robes, leisurewear, panties and daywear
consisting of bodysuits, soft bras, slips, half-slips, teddies, camisoles and
cami tap sets. These products are manufactured in various fabrics, designs,
colors and styles depending upon seasonal requirements, changes in fashion and
customer demand. Retail prices for our products range from approximately $5.00
for products such as nightshirts, to approximately $85.00 for products such as
peignoir sets.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f09%2f27%2f0000950136-06-008078.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"MPC Corporation","MPZ","$11.6","We were formed as HyperSpace Communications, Inc. in 2001 as a Colorado-based
software company and completed an initial public offering in October 2004
(“IPO”). In July 2005, we acquired MPC Computers, LLC (MPC), which is now our
wholly owned subsidiary.

 

As a result of the MPC acquisition, the size and nature of our business and
sales and marketing strategy has changed significantly from the time of the
initial public offering. Prior to our acquisition of MPC, our primary products
consisted of HyperWeb™ and HyperTunnel™ software. These software products
address real-time application acceleration over wired and wireless networks.
Despite investments and efforts before and after IPO, we have been unable to
generate meaningful sales of our software products. In addition, we have been
unable to establish material partnerships which would lead us to believe that we
can generate significant revenues from our software products.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f06%2f0001289871-07-000065.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"MPC CORPORATION","MPZ/WS","$0.0","Not Available"
"MTS Medication Technologies, Inc.","MPP","$86.0","We were incorporated in Delaware in March 1984. We are a holding company
that operates through our subsidiaries, MTS Packaging Systems™, Inc. (“MTSP”),
MTS Medication Technologies International™, Ltd. (“MTS Limited”), BAF Printers,
Ltd. (“BAF”) and Consilio GmbH (“Consilio”). BAF and Consilio are wholly owned
subsidiaries of MTS International, Limited. MTS primarily manufactures and sells
consumable medication punch cards, packaging equipment and ancillary products
throughout the United States, Canada and Europe. Our customers are predominantly
institutional pharmacies that supply nursing homes, assisted living and
correctional facilities with prescription medications for their patients. MTS
manufactures its proprietary consumable punch cards and most of our packaging
equipment in our own facilities. This manufacturing process uses integrated
equipment for manufacturing the consumable medication punch cards.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f06%2f29%2f0000823560-07-000006.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"MuniVest Fund, Inc.","MVF","$554.8","Not Available"
"MuniYield Arizona Fund, Inc.","MZA","$60.2","Not Available"
"NAIC Growth Fund, Inc.","GRF","$27.4","Not Available"
"National HealthCare Corporation","NHC","$611.4","National HealthCare Corporation (NHC or the Company) began business in 1971.  We
were incorporated as a Delaware corporation in 1997 when we changed from
partnership form to corporate form.  When we indicate ANHC@, we include all
majority-owned subsidiaries, partnerships and limited liability companies in
which we have an interest.  All of our operating entities are separately
organized businesses, capitalized initially by us and maintained as independent
subsidiaries.  For accounting and tax purposes, however, they are consolidated
within our consolidated financial statements.  


Our principal business is the operation of long-term health care centers with
associated assisted living and independent living centers.  Our business
activities include providing subacute skilled and intermediate nursing and
rehabilitative care, senior living services, home health care services,
management services, hospice services, accounting and financial services and
insurance services.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f16%2f0001047335-07-000033.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"National HealthCare Corporation","NHC^A","N/A","Not Available"
"National Lampoon Inc.","NLN","$18.7","We were incorporated in California in 1986 under the name J2
Communications, Inc. We acquired National Lampoon, Inc., a Delaware corporation
referred to in this report as ""NLI"", in late 1990. NLI was incorporated in 1967.
NLI was primarily engaged in publishing National Lampoon Magazine. Its other
activities included radio, stage shows and the development and production of
motion pictures. Prior to our acquisition of NLI, we had been engaged in the
acquisition, production and distribution of videocassette programs for retail
sale. With the acquisition of NLI, we shifted our focus from the videocassette
business to the exploitation of the National Lampoon(TM) trademark. In November
2002, we merged J2 Communications, Inc. into NLI, with National Lampoon, Inc.
being the surviving corporation of the merger.

      In May 2002, a group led by our Chief Executive Officer, Daniel S.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f11%2f14%2f0001144204-06-047506.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Natural Gas Services Group, Inc.","NGS","$217.3","Unless the context otherwise requires, references in this Annual Report on
Form 10-K to “Natural Gas Services Group,” “we,” “us,” “our” or “ours” refer to
Natural Gas Services Group, Inc., together with our operating subsidiary. When
the context requires, we refer to these entities separately. Certain specialized
terms used in describing our natural gas compressor business are defined in
“Glossary of Industry Terms” on page 7.
The Company
   We are a leading provider of small to medium horsepower compression equipment
to the natural gas industry. We focus primarily on the non-conventional natural
gas production business in the United States (such as coalbed methane, gas
shales and tight gas), which, according to data from the Energy Information
Administration, is the single largest and fastest growing segment of U.S. gas
production.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f15%2f0000950134-07-005783.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"NEON Communications Group, Inc","NGI","$252.3","For the majority of our fiscal year ending on September 30, 2006, our business
was comprised of two business units. These units are referred to as our
“hosting” and “transport” businesses. The transport business predominantly sells
high capacity bandwidth over our fiber optic network to other companies within
the telecommunications industry. The hosting business provided various Internet
services to small to large businesses. The transport services are sold through
our subsidiary NEON Communications, Inc. (‘NEON”) and the hosting services were
sold through Globix Corporation and its subsidiaries Globix Hosting (UK) Limited
and Globix Hosting LLC.

During 2006, we conducted a strategic review which led to the divestiture of our
hosting business segment. The proceeds from the divestitures were used to pay
down our outstanding debt, and leave us sufficient funds to support the current
operations of our remaining transport business.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f12%2f28%2f0000930413-06-008949.html#FIS_BUSINESS"" &nbsp;&nbsp;"
